accuracy_score;cost_per_task_cents;task_complexity;execution_time_seconds;;;
0.7414;0.0141;3;36.06;;;
0.4;0.0193;9;39.83;;;
0.5418;0.0278;7;69.4;;;
0.4;0.0086;10;7.48;;;
0.5719;0.0107;5;20.71;;;
0.4;0.037;9;92.96;;;
0.7072;0.0134;4;30.2;;;
0.7214;0.0111;4;23.62;;;
0.6226;0.031;6;80.12;;;
0.6647;0.0152;5;35.49;;;
0.5215;0.0189;7;43.6;;;
0.6397;0.0231;4;59.62;;;
0.7433;0.0149;3;38.51;;;
0.6073;0.0256;6;64.17;;;
0.4914;0.0096;7;16.81;;;
0.6133;0.0134;6;27.35;;;
0.8183;0.009;2;19.79;;;
0.4;0.018;9;36.94;;;
0.4133;0.0228;7;54.93;;;
0.5341;0.0203;7;46.49;;;
0.4892;0.0265;8;65.31;;;
0.4737;0.0263;8;62.85;;;
0.447;0.02;9;42.42;;;
0.6066;0.0073;6;9.73;;;
0.6853;0.0154;4;36.36;;;
0.6003;0.0123;7;23.45;;;
0.5827;0.0113;6;21.32;;;
0.6756;0.0134;4;30.87;;;
0.5868;0.009;6;13.95;;;
0.5623;0.0179;7;38.84;;;
0.6105;0.0237;5;59.97;;;
0.4925;0.0141;6;30.44;;;
0.6625;0.0148;5;34.8;;;
0.5229;0.0136;5;28.93;;;
0.6811;0.0225;5;57.8;;;
0.62;0.013;5;26.82;;;
0.6511;0.0179;6;40.55;;;
0.4;0.0283;10;65.73;;;
0.4;0.0203;9;46.16;;;
0.7005;0.0123;4;27.31;;;
0.4429;0.0129;9;20.48;;;
0.7129;0.0154;4;36.18;;;
0.7676;0.0237;3;63.11;;;
0.4;0.0369;10;92.6;;;
0.4;0.0171;10;33.56;;;
0.531;0.0158;7;32.52;;;
0.7492;0.0093;4;19.45;;;
0.5814;0.0101;5;20.51;;;
0.4717;0.0133;7;25.77;;;
0.7217;0.0136;4;31.98;;;
0.5115;0.019;7;44.24;;;
0.4241;0.0199;9;43.83;;;
0.4686;0.0367;8;95.59;;;
0.6478;0.0292;5;77.31;;;
0.5328;0.0311;7;78.43;;;
0.6272;0.0185;6;43.51;;;
0.4776;0.0148;8;30.88;;;
0.4514;0.0244;9;57.04;;;
0.7005;0.0075;4;13.73;;;
0.4714;0.0529;7;146.3;;;
0.587;0.0156;6;33.82;;;
0.5781;0.0177;5;43.68;;;
0.6626;0.0132;5;27.59;;;
0.5192;0.0177;7;37.93;;;
0.5631;0.0216;7;51.4;;;
0.4;0.023;10;51.38;;;
0.5526;0.0126;6;25.14;;;
0.6308;0.0129;5;29.61;;;
0.4508;0.0255;8;61.1;;;
0.4015;0.037;9;95.48;;;
0.4185;0.0169;9;35.96;;;
0.6139;0.0134;7;26.46;;;
0.6208;0.0223;5;55.68;;;
0.5114;0.0073;7;9.35;;;
0.5692;0.013;6;27.4;;;
0.4313;0.0288;8;69.87;;;
0.439;0.0277;8;68.81;;;
0.6364;0.0225;6;55.36;;;
0.7508;0.0091;3;20.67;;;
0.4;0.0135;9;24.38;;;
0.4;0.0177;9;37.05;;;
0.6188;0.0156;5;34.87;;;
0.4124;0.0389;8;101.47;;;
0.5766;0.0155;7;32.1;;;
0.5969;0.014;5;31.37;;;
0.5711;0.0166;7;36.17;;;
0.5334;0.0182;6;41.86;;;
0.4;0.0233;9;54.81;;;
0.6487;0.0295;5;75.01;;;
0.7705;0.0129;3;28.48;;;
0.4268;0.0199;8;43.79;;;
0.6664;0.0197;4;49.75;;;
0.6059;0.012;5;24.32;;;
0.5028;0.0164;7;35.76;;;
0.4;0.02;9;43.87;;;
0.4772;0.0158;8;31.76;;;
0.4051;0.0179;8;39.21;;;
0.4457;0.0403;9;104.19;;;
0.5929;0.0094;6;16.79;;;
0.6971;0.0113;3;27.78;;;
0.6486;0.0113;5;25.62;;;
0.4044;0.0455;10;119.27;;;
0.619;0.0122;6;25.1;;;
0.6042;0.0251;5;63.35;;;
0.7507;0.0141;3;34.84;;;
0.6789;0.0147;4;34.25;;;
0.5344;0.0155;6;31.01;;;
0.7475;0.0088;3;18.36;;;
0.6795;0.0168;3;41.7;;;
0.8216;0.0207;4;54.19;;;
0.438;0.032;8;82.74;;;
0.6416;0.0192;5;48.08;;;
0.5451;0.012;6;23.66;;;
0.7181;0.0094;4;20.66;;;
0.4;0.0206;9;43.8;;;
0.4622;0.0187;8;41.31;;;
0.4032;0.0311;8;77.91;;;
0.5209;0.0189;6;43.45;;;
0.5028;0.0217;7;51.54;;;
0.7146;0.0237;4;63.22;;;
0.6075;0.015;5;35.88;;;
0.5973;0.0222;5;56.73;;;
0.4;0.0273;10;64.19;;;
0.6729;0.0103;5;21.11;;;
0.819;0.0141;3;32.73;;;
0.4;0.018;9;36.85;;;
0.4;0.0408;10;103.56;;;
0.6053;0.0173;5;42.2;;;
0.4;0.0332;8;84.62;;;
0.555;0.0183;7;40.44;;;
0.5703;0.013;6;26.1;;;
0.6;0.0363;6;97.47;;;
0.8309;0.0088;3;17.95;;;
0.4;0.0195;9;42.72;;;
0.4;0.0486;8;129.58;;;
0.6737;0.0134;4;31.81;;;
0.6057;0.0138;6;30.56;;;
0.7079;0.0222;4;58;;;
0.5668;0.0267;5;70.71;;;
0.7124;0.0193;4;49.32;;;
0.6921;0.0121;3;27.98;;;
0.5739;0.0186;6;44.23;;;
0.5004;0.0278;8;67.55;;;
0.5784;0.012;6;24.72;;;
0.6261;0.0147;5;33.79;;;
0.4049;0.0207;9;45.19;;;
0.7834;0.0126;4;29.4;;;
0.4;0.0339;10;83.6;;;
0.686;0.0175;5;43.5;;;
0.5304;0.0143;6;30.77;;;
0.4502;0.0196;8;43.8;;;
0.6284;0.0137;5;29.89;;;
0.5499;0.0092;6;15.41;;;
0.4;0.0425;9;111.98;;;
0.597;0.0189;5;46.83;;;
0.4886;0.0411;8;108.56;;;
0.5364;0.0163;8;34.13;;;
0.4398;0.0322;8;81.61;;;
0.6324;0.0095;4;19.28;;;
0.4;0.0211;9;47.9;;;
0.7207;0.0121;4;25.83;;;
0.4759;0.0243;8;60.09;;;
0.5189;0.018;8;38.36;;;
0.6202;0.0169;6;37.94;;;
0.8252;0.0104;3;23.16;;;
0.7202;0.0202;4;51.48;;;
0.697;0.0087;3;18.88;;;
0.5452;0.0195;5;48.27;;;
0.6005;0.027;6;67.63;;;
0.705;0.0134;3;34.45;;;
0.558;0.0167;5;39.01;;;
0.6416;0.0242;6;60.54;;;
0.4;0.0441;9;113.94;;;
0.5285;0.0149;6;33.66;;;
0.7762;0.0115;3;28.7;;;
0.6079;0.0172;6;39.69;;;
0.4;0.0311;9;77.69;;;
0.5003;0.0098;7;16.25;;;
0.5556;0.0221;6;55.57;;;
0.5332;0.0244;6;61.62;;;
0.5369;0.0234;7;56.94;;;
0.5332;0.0163;6;35.97;;;
0.4144;0.0185;7;41.7;;;
0.6807;0.0144;4;33.06;;;
0.513;0.0271;7;65.65;;;
0.559;0.0239;7;56.58;;;
0.4;0.0242;9;56.01;;;
0.4673;0.0199;9;43.02;;;
0.6651;0.0107;3;24.9;;;
0.5398;0.0126;6;25.85;;;
0.4765;0.018;8;38.72;;;
0.5644;0.0242;6;60.59;;;
0.4;0.0206;9;46.4;;;
0.4718;0.0296;7;73.6;;;
0.4746;0.0271;7;68.88;;;
0.4;0.0249;9;58.64;;;
0.7205;0.0174;4;43.06;;;
0.7379;0.0125;2;31.6;;;
0.637;0.0123;5;27;;;
0.5317;0.0244;6;60.8;;;
0.5429;0.0115;6;22.25;;;
0.4;0.0337;9;85.15;;;
0.4;0.0343;10;85.82;;;
0.686;0.0211;5;53.57;;;
0.4911;0.0294;7;73.4;;;
0.4;0.0206;9;44.22;;;
0.4;0.0312;10;76.41;;;
0.5773;0.026;5;68.03;;;
0.6005;0.0046;5;4.08;;;
0.7154;0.0225;3;60.59;;;
0.7515;0.0138;3;34.76;;;
0.505;0.0316;8;78.31;;;
0.4818;0.0324;8;83.12;;;
0.4556;0.0275;8;66.44;;;
0.7452;0.007;2;15.39;;;
0.4191;0.0198;8;43.98;;;
0.5301;0.0112;5;24.2;;;
0.6676;0.0111;5;22.42;;;
0.6271;0.0124;5;25.18;;;
0.6021;0.0254;6;65.7;;;
0.8798;0.0087;2;20.17;;;
0.5465;0.0219;6;53.32;;;
0.6087;0.0178;5;42.83;;;
0.5832;0.033;6;86.62;;;
0.4563;0.024;8;59.07;;;
0.4769;0.0249;8;60.46;;;
0.5982;0.0144;6;32.46;;;
0.5932;0.0377;6;99.63;;;
0.5852;0.0205;5;50.95;;;
0.5371;0.0209;7;48.47;;;
0.4503;0.0225;8;53.31;;;
0.4;0.035;9;89.22;;;
0.5226;0.0253;8;61.66;;;
0.6644;0.0155;5;36.92;;;
0.6812;0.0091;3;19.5;;;
0.6916;0.0197;4;51.07;;;
0.4628;0.0249;8;61.68;;;
0.5154;0.026;6;66.61;;;
0.6441;0.025;5;64.63;;;
0.5587;0.0209;6;48.78;;;
0.4;0.0125;8;21.52;;;
0.5674;0.0119;5;25.39;;;
0.4929;0.0193;7;44.15;;;
0.4173;0.036;9;91.64;;;
0.6736;0.02;4;50.93;;;
0.4;0.0223;8;50.96;;;
0.6247;0.0104;5;20.99;;;
0.4892;0.0319;7;83.12;;;
0.5496;0.0132;7;27.89;;;
0.5264;0.0177;7;39.02;;;
0.4808;0.0328;8;83.41;;;
0.5389;0.0163;7;33.94;;;
0.5153;0.0236;8;55.88;;;
0.5395;0.018;6;41.85;;;
0.712;0.0174;5;40.9;;;
0.6354;0.0174;3;45.64;;;
0.5166;0.0169;7;39.48;;;
0.4651;0.0209;7;49.29;;;
0.4;0.0418;8;109.08;;;
0.4572;0.0318;8;80.14;;;
0.444;0.0177;8;37.85;;;
0.5069;0.0164;8;33.66;;;
0.4943;0.0212;6;51.88;;;
0.4;0.016;10;29.04;;;
0.5621;0.0122;6;24.68;;;
0.8398;0.0165;3;42.55;;;
0.5671;0.0164;6;37.15;;;
0.4873;0.0207;6;50.25;;;
0.5711;0.0138;7;26.8;;;
0.438;0.0192;8;42.33;;;
0.5221;0.0124;7;24.15;;;
0.4826;0.0365;7;96.2;;;
0.6301;0.0224;6;56.29;;;
0.8065;0.0105;2;26.39;;;
0.6226;0.0088;5;16.93;;;
0.5604;0.0144;6;31.07;;;
0.7452;0.0106;3;23.76;;;
0.627;0.0271;5;72.02;;;
0.7765;0.0143;4;34.07;;;
0.743;0.0153;3;37.57;;;
0.5076;0.014;7;27.91;;;
0.5827;0.0211;6;50.11;;;
0.4;0.0209;9;47.11;;;
0.4;0.0249;9;58.93;;;
0.6438;0.017;4;41.84;;;
0.7025;0.0119;4;25.82;;;
0.7184;0.0154;4;37.61;;;
0.4;0.0581;9;156.21;;;
0.4728;0.0301;8;76.51;;;
0.626;0.0111;5;23.07;;;
0.8344;0.0087;2;19.93;;;
0.4207;0.0162;8;33.07;;;
0.4544;0.0181;7;41.63;;;
0.5616;0.0117;6;23.85;;;
0.4705;0.0359;8;94.19;;;
0.4728;0.0145;7;29.81;;;
0.7669;0.0041;2;6.25;;;
0.5746;0.02;6;48.56;;;
0.7339;0.0161;5;38.32;;;
0.4;0.042;9;107.97;;;
0.4586;0.0168;7;34.21;;;
0.6235;0.0092;5;17.48;;;
0.7384;0.0122;3;30.4;;;
0.5275;0.0092;6;15.56;;;
0.4;0.0283;10;66.1;;;
0.6578;0.0171;5;41.79;;;
0.5662;0.0462;7;125.19;;;
0.53;0.0153;6;33.78;;;
0.6881;0.0177;5;42.33;;;
0.4042;0.019;9;40.78;;;
0.6682;0.0211;5;53.57;;;
0.6814;0.0116;4;25.8;;;
0.6228;0.014;5;31.37;;;
0.5666;0.0188;6;43.52;;;
0.7118;0.0154;4;36.03;;;
0.4148;0.0212;9;48.23;;;
0.6951;0.0208;6;50.39;;;
0.4808;0.0198;7;45.35;;;
0.4;0.0332;10;81.51;;;
0.6317;0.0193;5;48;;;
0.4;0.0332;10;82.43;;;
0.7016;0.0074;3;15.58;;;
0.586;0.0157;5;37.87;;;
0.4923;0.0221;6;55.16;;;
0.4;0.017;10;32.23;;;
0.5219;0.0241;7;59.07;;;
0.8008;0.0045;2;8.66;;;
0.5593;0.0132;7;26;;;
0.5581;0.0211;6;51.3;;;
0.5195;0.026;6;65.11;;;
0.4474;0.0261;9;61.02;;;
0.5114;0.0208;7;49.88;;;
0.7281;0.014;5;31.59;;;
0.4621;0.0258;8;60.37;;;
0.6679;0.0118;4;26.63;;;
0.8575;0.0124;2;31.75;;;
0.4955;0.0341;7;90.37;;;
0.6463;0.0173;4;43.02;;;
0.4051;0.0296;8;73.38;;;
0.4782;0.0183;8;39.46;;;
0.4914;0.0187;7;43.46;;;
0.5779;0.0126;6;25.54;;;
0.7623;0.0089;3;18.89;;;
0.4;0.023;10;51.1;;;
0.5456;0.0308;7;78.36;;;
0.5743;0.0093;6;16.82;;;
0.632;0.0183;4;45.57;;;
0.4345;0.0198;9;43.59;;;
0.4496;0.0444;8;116.69;;;
0.7139;0.0188;3;48.22;;;
0.7993;0.0116;3;26.86;;;
0.7136;0.0091;4;17.59;;;
0.4905;0.0175;8;36.37;;;
0.4095;0.0322;8;80.24;;;
0.8251;0.0088;3;20.25;;;
0.4;0.0189;9;40.77;;;
0.6793;0.0096;3;20.96;;;
0.5368;0.0195;6;47.57;;;
0.9018;0.011;2;27.46;;;
0.773;0.0106;3;25.23;;;
0.6338;0.0096;6;17.13;;;
0.6143;0.013;6;27.54;;;
0.6231;0.0101;5;19.57;;;
0.541;0.0253;6;64.34;;;
0.6041;0.0115;5;23.32;;;
0.7321;0.0164;4;39.41;;;
0.5403;0.0534;7;146.51;;;
0.4;0.0323;10;78.42;;;
0.6307;0.0127;5;28.72;;;
0.4895;0.0161;7;34.07;;;
0.6173;0.0362;7;94.38;;;
0.4;0.0143;9;26.85;;;
0.5519;0.0147;6;31.73;;;
0.7325;0.0064;4;10.95;;;
0.7275;0.0119;3;28.62;;;
0.4;0.0231;10;51.05;;;
0.4;0.0362;10;91.11;;;
0.6661;0.0084;4;16.89;;;
0.6734;0.0077;4;13.26;;;
0.4427;0.0242;7;59.33;;;
0.5578;0.0365;7;95.28;;;
0.4485;0.0279;8;70.06;;;
0.7913;0.0121;2;30.93;;;
0.658;0.0118;5;24.1;;;
0.7495;0.0135;3;34.48;;;
0.4969;0.0318;7;80.82;;;
0.5779;0.0114;6;21.76;;;
0.614;0.0152;7;32.08;;;
0.7965;0.0108;2;25.46;;;
0.6386;0.0124;5;26.46;;;
0.5297;0.0142;7;29.78;;;
0.861;0.0094;2;21.86;;;
0.8648;0.0085;2;20.36;;;
0.5052;0.0109;6;20.53;;;
0.6285;0.0153;6;33.7;;;
0.6741;0.008;5;12.68;;;
0.4;0.0322;10;78.69;;;
0.4;0.0136;8;25.68;;;
0.4;0.0214;8;48.94;;;
0.5309;0.0189;6;44.21;;;
0.5104;0.0237;7;57.33;;;
0.6657;0.0142;4;34.33;;;
0.5092;0.0112;7;18.57;;;
0.6122;0.0122;5;25.56;;;
0.6888;0.0155;5;35.4;;;
0.7887;0.0077;4;14.77;;;
0.4;0.0382;10;95.72;;;
0.6851;0.0184;5;45.85;;;
0.4;0.0252;10;56.97;;;
0.5116;0.0192;7;45;;;
0.5069;0.0224;6;54.98;;;
0.7467;0.0272;4;71.61;;;
0.6123;0.0101;5;20.14;;;
0.5436;0.0111;6;20.75;;;
0.4;0.0194;9;41.32;;;
0.5132;0.0195;7;46.95;;;
0.6867;0.0205;5;51.26;;;
0.5562;0.0263;7;66.5;;;
0.4;0.0236;8;55.05;;;
0.8218;0.01;3;23.43;;;
0.5992;0.0269;6;69.38;;;
0.6329;0.0134;4;31.28;;;
0.6219;0.025;5;62.73;;;
0.8086;0.0113;3;26.73;;;
0.6097;0.0209;4;53.19;;;
0.717;0.0125;4;26.63;;;
0.5476;0.0237;7;57.92;;;
0.5522;0.0251;6;62.51;;;
0.5229;0.0384;7;101.7;;;
0.5565;0.0486;7;131.12;;;
0.5814;0.0126;6;26.48;;;
0.6199;0.023;4;62.77;;;
0.4803;0.0139;9;25.71;;;
0.7304;0.0085;3;17.42;;;
0.5955;0.0088;5;17.16;;;
0.6134;0.0128;6;25.81;;;
0.4793;0.0269;8;67.03;;;
0.4885;0.0153;7;31.94;;;
0.59;0.0122;5;27.04;;;
0.6672;0.0168;4;41.12;;;
0.4;0.0204;9;44.61;;;
0.5984;0.0135;5;31.32;;;
0.5538;0.0182;6;40.78;;;
0.651;0.0124;5;27.63;;;
0.6785;0.0124;4;28.11;;;
0.7178;0.0197;4;48.92;;;
0.4083;0.0415;8;109.25;;;
0.7902;0.0212;3;56.25;;;
0.4466;0.0162;8;34.74;;;
0.7171;0.018;4;44.2;;;
0.7067;0.0128;3;30.13;;;
0.6777;0.0102;5;19.96;;;
0.581;0.0089;6;16.26;;;
0.7067;0.0145;4;35.07;;;
0.5017;0.0406;8;107.65;;;
0.5329;0.0125;7;23.86;;;
0.6916;0.0174;4;43;;;
0.538;0.0144;6;31.34;;;
0.5389;0.038;7;100.15;;;
0.5382;0.0221;7;53.59;;;
0.7004;0.0168;5;39.95;;;
0.8496;0.0125;2;31.14;;;
0.4619;0.0302;8;74.76;;;
0.4694;0.027;8;65.38;;;
0.6323;0.0155;5;35.29;;;
0.4505;0.0189;7;45.14;;;
0.7546;0.0113;2;29.48;;;
0.6737;0.017;5;39.33;;;
0.6021;0.01;5;19.36;;;
0.6973;0.0095;4;21.03;;;
0.5536;0.0243;6;59.97;;;
0.6527;0.0326;5;87.99;;;
0.5674;0.0258;6;65.29;;;
0.6757;0.0186;5;46.75;;;
0.5645;0.0083;6;14.24;;;
0.7051;0.0111;4;24.77;;;
0.5743;0.0174;5;41.18;;;
0.696;0.018;3;46.46;;;
0.4;0.0368;10;92.72;;;
0.4486;0.0278;8;68.34;;;
0.4538;0.0356;8;91.43;;;
0.4902;0.0139;7;26.98;;;
0.6575;0.0096;5;17.96;;;
0.723;0.0088;3;20.09;;;
0.4038;0.0329;9;82.41;;;
0.7521;0.018;4;43.48;;;
0.5915;0.0144;7;30.55;;;
0.4468;0.0137;8;27.14;;;
0.5371;0.032;7;83.88;;;
0.6394;0.0082;5;13.75;;;
0.4605;0.0267;7;65.4;;;
0.7067;0.0118;4;27.81;;;
0.7947;0.0076;2;17.89;;;
0.475;0.0276;7;69.81;;;
0.752;0.01;4;19.97;;;
0.4;0.055;9;148.56;;;
0.7317;0.0208;4;53.62;;;
0.6314;0.0193;6;44.91;;;
0.5043;0.014;7;27.08;;;
0.4;0.0199;9;43.38;;;
0.7671;0.0109;3;25.52;;;
0.5467;0.0174;7;37.87;;;
0.6636;0.0145;5;31.28;;;
0.7642;0.0129;4;29.4;;;
0.6105;0.0227;7;54.13;;;
0.6542;0.0197;5;46.9;;;
0.841;0.0089;2;21.49;;;
0.4;0.027;9;64.53;;;
0.5739;0.0256;6;64.67;;;
0.678;0.0259;4;67.61;;;
0.4;0.0235;10;51.22;;;
0.5936;0.0087;6;15.31;;;
0.5563;0.0294;7;74.99;;;
0.7628;0.0137;4;34.09;;;
0.6149;0.0102;5;20.29;;;
0.4997;0.0131;7;25.9;;;
0.7455;0.0179;3;47.53;;;
0.7778;0.0104;2;24.28;;;
0.8107;0.0154;3;38.02;;;
0.6837;0.0116;4;27.44;;;
0.6616;0.0216;4;54.49;;;
0.4224;0.0348;8;90.58;;;
0.6428;0.0177;4;45.73;;;
0.4;0.0358;10;89.93;;;
0.6174;0.026;5;67.06;;;
0.5519;0.0121;6;25.02;;;
0.7168;0.0088;5;16;;;
0.4;0.0387;9;99.26;;;
0.8051;0.0074;3;14.64;;;
0.7626;0.0036;3;3.19;;;
0.4387;0.0163;8;33.1;;;
0.6438;0.0176;5;40.86;;;
0.5428;0.0096;6;16.43;;;
0.4;0.0145;9;25.8;;;
0.4215;0.0106;7;18.9;;;
0.5933;0.0221;6;54.03;;;
0.4;0.0314;9;77.77;;;
0.493;0.0218;7;52.22;;;
0.4441;0.0375;8;99.51;;;
0.4261;0.027;8;67.32;;;
0.4229;0.0235;8;57.11;;;
0.6275;0.0204;4;51.84;;;
0.6378;0.0103;5;21.48;;;
0.4602;0.0154;7;32.58;;;
0.6978;0.0196;5;49.1;;;
0.6008;0.0171;5;40.03;;;
0.6763;0.0236;5;60.64;;;
0.4;0.027;10;62.58;;;
0.534;0.0178;7;40.41;;;
0.5659;0.0111;7;19.88;;;
0.4225;0.0181;7;42.23;;;
0.5726;0.0104;5;20.72;;;
0.4;0.0271;10;64;;;
0.5502;0.026;6;65.94;;;
0.4796;0.0469;8;124.55;;;
0.6875;0.0177;5;42.75;;;
0.7285;0.016;4;39.66;;;
0.655;0.0166;4;40.82;;;
0.6801;0.0096;4;20.03;;;
0.6471;0.0144;5;32.59;;;
0.4975;0.0248;8;59.62;;;
0.5261;0.027;6;70.06;;;
0.6993;0.0246;4;62.96;;;
0.4;0.0252;9;58.59;;;
0.4309;0.0153;8;31.26;;;
0.7159;0.0294;4;79.22;;;
0.6723;0.0126;5;26.61;;;
0.6475;0.0122;5;24.81;;;
0.6904;0.0167;3;42.31;;;
0.6488;0.0109;5;23.68;;;
0.6391;0.0214;5;53.69;;;
0.4396;0.0354;7;92.31;;;
0.4;0.0199;9;43.15;;;
0.5888;0.0216;4;56.5;;;
0.5129;0.0111;6;22.89;;;
0.4636;0.0159;7;34;;;
0.7513;0.0096;3;21.01;;;
0.4897;0.0207;8;48.21;;;
0.8013;0.0099;2;22.37;;;
0.4806;0.0204;8;48.02;;;
0.4241;0.0174;8;37.49;;;
0.4;0.0339;10;82.97;;;
0.5103;0.036;6;96.43;;;
0.5075;0.0103;7;16.16;;;
0.7079;0.0095;5;18.18;;;
0.7469;0.0155;4;37.49;;;
0.6077;0.0171;5;41.1;;;
0.4;0.0228;8;52.55;;;
0.7385;0.0152;4;38.45;;;
0.7614;0.0072;3;13.78;;;
0.4;0.0416;10;106.35;;;
0.4686;0.0264;8;65.93;;;
0.6857;0.0084;5;15.23;;;
0.6637;0.0059;5;8.38;;;
0.6965;0.0137;3;32.92;;;
0.7896;0.0155;3;39.46;;;
0.4137;0.0369;10;93.3;;;
0.6069;0.018;6;42.49;;;
0.4286;0.0358;8;93.41;;;
0.7068;0.0172;4;42.06;;;
0.4942;0.0153;7;31.54;;;
0.5425;0.009;6;15.31;;;
0.662;0.0148;5;32.76;;;
0.4735;0.0217;8;49.23;;;
0.453;0.0173;8;37.99;;;
0.4;0.0244;10;54.67;;;
0.4454;0.0196;7;46.57;;;
0.5725;0.0051;4;6.79;;;
0.4;0.0358;9;90.37;;;
0.6692;0.0134;3;33.75;;;
0.4;0.0427;10;110.32;;;
0.4486;0.0103;6;19.59;;;
0.8336;0.0091;2;21.3;;;
0.6984;0.0122;5;26.05;;;
0.5445;0.0171;6;37.83;;;
0.4408;0.0088;7;13.47;;;
0.7732;0.011;2;28.17;;;
0.6876;0.0172;4;43.56;;;
0.4;0.0333;10;82.45;;;
0.4;0.0304;10;73.06;;;
0.6323;0.0282;5;74.25;;;
0.7216;0.016;4;38.55;;;
0.4006;0.0382;8;101.73;;;
0.5452;0.0207;5;50.39;;;
0.4;0.0369;9;92.8;;;
0.7851;0.0106;2;25.23;;;
0.4948;0.015;7;30.97;;;
0.4;0.0169;8;35.85;;;
0.6143;0.0172;5;40.29;;;
0.6295;0.0111;5;21.09;;;
0.6192;0.0169;6;38.11;;;
0.4953;0.0178;7;39.95;;;
0.5062;0.0225;6;56.25;;;
0.6543;0.0126;5;26.8;;;
0.5352;0.0286;7;72.62;;;
0.4951;0.0358;8;92.68;;;
0.7869;0.0177;3;47.5;;;
0.6959;0.0211;5;51.88;;;
0.5101;0.019;7;43.55;;;
0.5714;0.0289;6;75.01;;;
0.5676;0.0186;5;44.88;;;
0.4315;0.0161;9;31.37;;;
0.5234;0.0392;7;103.55;;;
0.5119;0.0166;7;35.09;;;
0.438;0.0173;8;37.48;;;
0.4859;0.0322;8;79.83;;;
0.7506;0.0121;4;28.34;;;
0.6246;0.0118;5;23.95;;;
0.4;0.0136;10;23.89;;;
0.4;0.0236;9;54.35;;;
0.6572;0.0292;6;74.42;;;
0.5713;0.0235;5;59.77;;;
0.4;0.0217;10;45.62;;;
0.5423;0.0319;7;82.88;;;
0.598;0.0163;6;35.8;;;
0.7406;0.0113;3;26.55;;;
0.4;0.0245;8;57.55;;;
0.677;0.0288;6;72.97;;;
0.436;0.0208;9;47.02;;;
0.4787;0.0122;6;25.35;;;
0.618;0.0104;6;19.65;;;
0.6108;0.0255;6;65.58;;;
0.4;0.0398;8;104.95;;;
0.4;0.0447;9;118.72;;;
0.4;0.0393;8;102.83;;;
0.4;0.0373;10;93.98;;;
0.6569;0.0144;4;32.94;;;
0.8542;0.0061;2;12.73;;;
0.8889;0.0099;2;23.03;;;
0.7847;0.0114;2;26.42;;;
0.6611;0.0245;4;62.83;;;
0.7309;0.0077;4;14.15;;;
0.7933;0.013;3;30.8;;;
0.7328;0.0179;4;45.66;;;
0.6669;0.0192;4;47.69;;;
0.4919;0.0187;7;42.22;;;
0.4;0.0207;9;45.8;;;
0.4942;0.0317;7;82.94;;;
0.5726;0.009;5;16.82;;;
0.5163;0.0198;7;44.43;;;
0.6583;0.0168;5;39.06;;;
0.4287;0.0295;8;73.99;;;
0.7371;0.0145;4;33.35;;;
0.7276;0.016;3;41.17;;;
0.4148;0.0473;8;127.95;;;
0.5682;0.0208;6;50.34;;;
0.4553;0.02;9;42.07;;;
0.6054;0.0134;4;30;;;
0.4354;0.0195;8;42.55;;;
0.6552;0.0128;5;28.88;;;
0.4699;0.0188;8;42.48;;;
0.4744;0.013;7;24.61;;;
0.4;0.0217;8;50.18;;;
0.4;0.0219;10;48.2;;;
0.4283;0.0166;8;35.35;;;
0.6904;0.0087;3;19.41;;;
0.7703;0.0102;3;24.29;;;
0.4385;0.0205;8;46.21;;;
0.6779;0.0083;4;15.03;;;
0.4;0.0365;8;93.91;;;
0.4;0.0186;9;39.77;;;
0.5682;0.0155;6;35.42;;;
0.4;0.0126;10;20.5;;;
0.5691;0.0164;6;37.35;;;
0.4;0.0232;9;52.89;;;
0.7986;0.0118;3;28.78;;;
0.6762;0.0174;5;41.28;;;
0.5585;0.0115;6;22.16;;;
0.5371;0.0198;6;48;;;
0.7578;0.0163;4;40.03;;;
0.7964;0.007;2;14.81;;;
0.4594;0.0261;8;64.52;;;
0.5331;0.0152;6;33.2;;;
0.4992;0.022;7;53.09;;;
0.4193;0.0207;8;47.09;;;
0.5999;0.027;6;67.94;;;
0.5786;0.0113;6;22.17;;;
0.5544;0.0116;6;22.41;;;
0.4166;0.0224;7;53.95;;;
0.7615;0.0094;4;20.92;;;
0.6927;0.0165;5;37.95;;;
0.4736;0.0525;7;143.06;;;
0.7477;0.0114;2;25.81;;;
0.6346;0.0114;5;22.89;;;
0.6286;0.0166;6;36.88;;;
0.6543;0.0115;4;25.81;;;
0.8597;0.0059;3;8.74;;;
0.5377;0.0102;6;19.05;;;
0.5868;0.0345;6;91.18;;;
0.5031;0.0135;7;26.68;;;
0.4083;0.0193;9;40.52;;;
0.6916;0.0167;4;41.15;;;
0.6044;0.0324;6;85.95;;;
0.4381;0.0214;8;48.66;;;
0.6071;0.0106;5;21.38;;;
0.5319;0.0329;8;82.67;;;
0.5673;0.0169;6;40.29;;;
0.5632;0.0187;6;44.74;;;
0.5773;0.0265;7;65.73;;;
0.5905;0.0094;7;15.83;;;
0.488;0.0094;7;15.13;;;
0.4957;0.0238;7;57.68;;;
0.5485;0.0106;6;20;;;
0.7063;0.0109;5;20.29;;;
0.6629;0.0067;4;10.51;;;
0.4762;0.0135;7;27.53;;;
0.6255;0.0167;5;38.1;;;
0.5287;0.0181;5;44;;;
